node_id,q,h0,h1,h2,h3,h4
487604,0.001,0.0,0.1,0.0,0.0,0.0
487603,0.001,0.0,0.1,0.0,0.0,0.0
475489,0.001,0.0,0.1,0.0,0.0,0.0
494839,0.001,0.0,0.1,0.0,0.0,0.0
475488,0.001,0.0,0.1,0.0,0.0,0.0
497226,0.001,0.0,0.1,0.0,0.0,0.0
470200,0.001,0.0,0.1,0.0,0.0,0.0
487629,0.001,0.0,0.1,0.0,0.0,0.0
487628,0.001,0.0,0.1,0.0,0.0,0.0
487627,0.001,0.0,0.1,0.0,0.0,0.0
494836,0.001,0.0,0.1,0.0,0.0,0.0
487616,0.001,0.0,0.1,0.0,0.0,0.0
476078,0.001,0.0,0.1,0.0,0.0,0.0
487626,0.001,0.0,0.1,0.0,0.0,0.0
498862,0.001,0.0,0.1,0.0,0.0,0.0
480734,0.001,0.0,0.1,0.0,0.0,0.0
498194,0.001,0.0,0.1,0.0,0.0,0.0
488178,0.001,0.0,0.1,0.0,0.0,0.0
487611,0.001,0.0,0.1,0.0,0.0,0.0
487625,0.001,0.0,0.1,0.0,0.0,0.0
479684,0.001,0.0,0.1,0.0,0.0,0.0
524537,0.001,0.0,0.1,0.0,0.0,0.0
477751,0.001,0.0,0.1,0.0,0.0,0.0
473413,0.001,0.0,0.1,0.0,0.0,0.0
482559,0.001,0.0,0.1,0.0,0.0,0.0
504313,0.001,0.0,0.1,0.0,0.0,0.0
492570,0.001,0.0,0.1,0.0,0.0,0.0
480132,0.001,0.0,0.1,0.0,0.0,0.0
504353,0.001,0.0,0.1,0.0,0.0,0.0
484666,0.001,0.0,0.1,0.0,0.0,0.0
484227,0.001,0.0,0.1,0.0,0.0,0.0
495602,0.001,0.0,0.1,0.0,0.0,0.0
495603,0.001,0.0,0.1,0.0,0.0,0.0
485452,0.001,0.0,0.1,0.0,0.0,0.0
495765,0.001,0.0,0.1,0.0,0.0,0.0
480908,0.001,0.0,0.1,0.0,0.0,0.0
493116,0.001,0.0,0.1,0.0,0.0,0.0
493117,0.001,0.0,0.1,0.0,0.0,0.0
493274,0.001,0.0,0.1,0.0,0.0,0.0
466798,0.001,0.0,0.1,0.0,0.0,0.0
481740,0.001,0.0,0.1,0.0,0.0,0.0
484500,0.001,0.0,0.1,0.0,0.0,0.0
485106,0.001,0.0,0.1,0.0,0.0,0.0
486563,0.001,0.0,0.1,0.0,0.0,0.0
482405,0.001,0.0,0.1,0.0,0.0,0.0
484667,0.001,0.0,0.1,0.0,0.0,0.0
490825,0.001,0.0,0.1,0.0,0.0,0.0
487592,0.001,0.0,0.1,0.0,0.0,0.0
485107,0.001,0.0,0.1,0.0,0.0,0.0
483489,0.001,0.0,0.1,0.0,0.0,0.0
492735,0.001,0.0,0.1,0.0,0.0,0.0
466145,0.001,0.0,0.1,0.0,0.0,0.0
470431,0.001,0.0,0.1,0.0,0.0,0.0
475333,0.001,0.0,0.1,0.0,0.0,0.0
495951,0.001,0.0,0.1,0.0,0.0,0.0
473417,0.001,0.0,0.1,0.0,0.0,0.0
472498,0.001,0.0,0.1,0.0,0.0,0.0
497369,0.001,0.0,0.1,0.0,0.0,0.0
497370,0.001,0.0,0.1,0.0,0.0,0.0
497371,0.001,0.0,0.1,0.0,0.0,0.0
476307,0.001,0.0,0.1,0.0,0.0,0.0
476916,0.001,0.0,0.1,0.0,0.0,0.0
